tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8
Mesostigma,Mesostigmatophyceae_XX,rank_7,Mesostigma,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Mesostigmatophyceae,Mesostigmatophyceae_X,Mesostigmatophyceae_XX,Mesostigma,
Mesostigma_viride,Mesostigma,rank_8,Mesostigma_viride,Root,nucleus,Eukaryota,Archaeplastida,Streptophyta,Mesostigmatophyceae,Mesostigmatophyceae_X,Mesostigmatophyceae_XX,Mesostigma,Mesostigma_viride
Gigartinales,Florideophyceae,rank_5,Gigartinales,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gigartinales,,,
Gigartinales_X,Gigartinales,rank_6,Gigartinales_X,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gigartinales,Gigartinales_X,,
Chondrus,Gigartinales_X,rank_7,Chondrus,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gigartinales,Gigartinales_X,Chondrus,
Chondrus_crispus,Chondrus,rank_8,Chondrus_crispus,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gigartinales,Gigartinales_X,Chondrus,Chondrus_crispus
Cyanidium,Cyanidiales_X,rank_7,Cyanidium,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Bangiophyceae,Cyanidiales,Cyanidiales_X,Cyanidium,
Cyanidium_caldarium,Cyanidium,rank_8,Cyanidium_caldarium,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Bangiophyceae,Cyanidiales,Cyanidiales_X,Cyanidium,Cyanidium_caldarium
Isochrysidales,Prymnesiophyceae,rank_5,Isochrysidales,Root,nucleus,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Isochrysidales,,,
Noelaerhabdaceae,Isochrysidales,rank_6,Noelaerhabdaceae,Root,nucleus,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,,
Emiliania,Noelaerhabdaceae,rank_7,Emiliania,Root,nucleus,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,
Emiliania_huxleyi,Emiliania,rank_8,Emiliania_huxleyi,Root,nucleus,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania_huxleyi
Peridiniales,Dinophyceae,rank_5,Peridiniales,Root,nucleus,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,,,
Kryptoperidiniaceae,Peridiniales,rank_6,Kryptoperidiniaceae,Root,nucleus,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Kryptoperidiniaceae,,
Durinskia,Kryptoperidiniaceae,rank_7,Durinskia,Root,nucleus,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Kryptoperidiniaceae,Durinskia,
Durinskia_baltica,Durinskia,rank_8,Durinskia_baltica,Root,nucleus,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Kryptoperidiniaceae,Durinskia,Durinskia_baltica
Sarcinochrysidales,Pelagophyceae,rank_5,Sarcinochrysidales,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Sarcinochrysidales,,,
Sarcinochrysidaceae,Sarcinochrysidales,rank_6,Sarcinochrysidaceae,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Sarcinochrysidales,Sarcinochrysidaceae,,
Aureoumbra,Sarcinochrysidaceae,rank_7,Aureoumbra,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Sarcinochrysidales,Sarcinochrysidaceae,Aureoumbra,
Aureoumbra_lagunensis,Aureoumbra,rank_8,Aureoumbra_lagunensis,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Sarcinochrysidales,Sarcinochrysidaceae,Aureoumbra,Aureoumbra_lagunensis
Odontella,Polar-centric-Mediophyceae,rank_7,Odontella,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Odontella,
Odontella_sinensis,Odontella,rank_8,Odontella_sinensis,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Odontella,Odontella_sinensis
Heterocapsaceae,Peridiniales,rank_6,Heterocapsaceae,Root,nucleus,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,,
Heterocapsa,Heterocapsaceae,rank_7,Heterocapsa,Root,nucleus,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,
Heterocapsa_triquetra,Heterocapsa,rank_8,Heterocapsa_triquetra,Root,nucleus,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa_triquetra
Porphyra,Bangiaceae,rank_7,Porphyra,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Porphyra,
Porphyra_purpurea,Porphyra,rank_8,Porphyra_purpurea,Root,nucleus,Eukaryota,Archaeplastida,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Porphyra,Porphyra_purpurea
Fragilariopsis,Raphid-pennate,rank_7,Fragilariopsis,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Fragilariopsis,
Fragilariopsis_cylindrus,Fragilariopsis,rank_8,Fragilariopsis_cylindrus,Root,nucleus,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Fragilariopsis,Fragilariopsis_cylindrus
Kryptoperidinium,Kryptoperidiniaceae,rank_7,Kryptoperidinium,Root,nucleus,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Kryptoperidiniaceae,Kryptoperidinium,
Kryptoperidinium_foliaceum,Kryptoperidinium,rank_8,Kryptoperidinium_foliaceum,Root,nucleus,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Kryptoperidiniaceae,Kryptoperidinium,Kryptoperidinium_foliaceum
Pedinophyceae,Chlorophyta,rank_4,Pedinophyceae,Root,nucleus,Eukaryota,Archaeplastida,Chlorophyta,Pedinophyceae,,,,
Pedinomonadales,Pedinophyceae,rank_5,Pedinomonadales,Root,nucleus,Eukaryota,Archaeplastida,Chlorophyta,Pedinophyceae,Pedinomonadales,,,
Pedinomonadaceae,Pedinomonadales,rank_6,Pedinomonadaceae,Root,nucleus,Eukaryota,Archaeplastida,Chlorophyta,Pedinophyceae,Pedinomonadales,Pedinomonadaceae,,
Pedinomonas,Pedinomonadaceae,rank_7,Pedinomonas,Root,nucleus,Eukaryota,Archaeplastida,Chlorophyta,Pedinophyceae,Pedinomonadales,Pedinomonadaceae,Pedinomonas,
Pedinomonas_minor,Pedinomonas,rank_8,Pedinomonas_minor,Root,nucleus,Eukaryota,Archaeplastida,Chlorophyta,Pedinophyceae,Pedinomonadales,Pedinomonadaceae,Pedinomonas,Pedinomonas_minor
